State ID,State,Year,Industry Group ID,Industry Group,Investment
1,Aguascalientes,2004,5619,Other Support Services Business,-0.002641000086441636
1,Aguascalientes,2004,7225,Food Preparation Services and Alcoholic and Non-Alcoholic,4.240616798400879
1,Aguascalientes,2005,2211,"Generation, Transmission and Distribution of Electric Energy",0.9081169962882996
1,Aguascalientes,2005,2371,"Construction Works for Water, Oil, Gas, Electricity and Telecommunication",0.0028019999153912067
1,Aguascalientes,2005,3118,Manufacture of Bakery and Tortilla,0.057429999113082886
1,Aguascalientes,2005,3121,Beverage Industry,0.9151660203933716
1,Aguascalientes,2005,3122,The Snuff Industry,0.13266700506210327
1,Aguascalientes,2005,3151,Manufacture of Clothing Knitted,2.1885650157928467
1,Aguascalientes,2005,3152,Clothing Making,4.756979942321777
1,Aguascalientes,2005,3256,"Manufacture of Soaps, Cleansers and Toilet Preparations",0.04880300164222717
1,Aguascalientes,2005,3262,Manufacture of Rubber Products,0.04370899870991707
1,Aguascalientes,2005,3312,Manufacture of Iron and Steel,-0.5174760222434998
1,Aguascalientes,2005,3339,Manufacture of other Machinery and Equipment for General Industry,1.6590709686279297
1,Aguascalientes,2005,3352,Manufacture of Electrical Household Appliances,-0.003965999931097031
1,Aguascalientes,2005,3353,Manufacture of Generation and Distribution of Electricity,-0.007406999822705984
1,Aguascalientes,2005,3359,Manufacture of other Electrical Equipment and Fittings,1.328894019126892
1,Aguascalientes,2005,3361,Manufacture of Cars and Trucks,-5.570980072021484
1,Aguascalientes,2005,3363,Manufacture of Parts for Motor Vehicles,75.3772964477539
1,Aguascalientes,2005,3399,Other Manufacturing,3.8560070991516113
1,Aguascalientes,2005,4332,"Trade to the Wholesale of Perfumery, Cosmetics and Jewelry",0.4621559977531433
1,Aguascalientes,2005,4342,The Wholesale Trade of Raw Materials for Industry,0.04133399948477745
1,Aguascalientes,2005,4621,The Retail Trade in Supermarkets,13.656825065612793
1,Aguascalientes,2005,4921,Courier and Parcel Foreign,0.19538800418376923
1,Aguascalientes,2005,5172,Operators of Wireless Telecommunications Services,9.619114875793457
1,Aguascalientes,2005,5221,Multiple Banking,3.749541997909546
1,Aguascalientes,2005,5224,Other Intermediary Institutions Credit and Financial Off-Exchange,-0.008201000280678272
1,Aguascalientes,2005,5231,"Brokerages, Money Exchange and Exchange Centers",0.402754008769989
1,Aguascalientes,2005,5239,Investment Advisory and other Services Related to Stockbroking,-0.09379900246858597
1,Aguascalientes,2005,5241,Insurance and Bonding Institutions,-0.005458000116050243
1,Aguascalientes,2005,5242,Services Related to Insurance and Surety Bonds,0.0258799996227026
1,Aguascalientes,2005,5312,Brokers Real Estate,8.933158874511719
1,Aguascalientes,2005,5613,Employment Services,0.00005199999941396527
1,Aguascalientes,2005,5619,Other Support Services Business,0.03233899921178818
1,Aguascalientes,2005,7225,Food Preparation Services and Alcoholic and Non-Alcoholic,-1.1347589492797852
1,Aguascalientes,2006,2211,"Generation, Transmission and Distribution of Electric Energy",-0.045504000037908554
1,Aguascalientes,2006,2361,Residential Building,5.549108028411865
1,Aguascalientes,2006,3118,Manufacture of Bakery and Tortilla,0.16275499761104584
1,Aguascalientes,2006,3121,Beverage Industry,1.0378960371017456
1,Aguascalientes,2006,3151,Manufacture of Clothing Knitted,4.894749164581299
1,Aguascalientes,2006,3152,Clothing Making,4.7889251708984375
1,Aguascalientes,2006,3251,Manufacture of Basic Chemicals,-0.5974090099334717
1,Aguascalientes,2006,3261,Manufacture of Plastic Products,8.285390853881836
1,Aguascalientes,2006,3262,Manufacture of Rubber Products,0.9340929985046387
1,Aguascalientes,2006,3312,Manufacture of Iron and Steel,33.6129264831543
1,Aguascalientes,2006,3339,Manufacture of other Machinery and Equipment for General Industry,-0.323419988155365
1,Aguascalientes,2006,3351,Manufacture of Lighting Fixtures,0.002428000094369054
1,Aguascalientes,2006,3353,Manufacture of Generation and Distribution of Electricity,0.0004140000091865659
1,Aguascalientes,2006,3359,Manufacture of other Electrical Equipment and Fittings,0.009606000036001205
1,Aguascalientes,2006,3361,Manufacture of Cars and Trucks,5.177525043487549
1,Aguascalientes,2006,3363,Manufacture of Parts for Motor Vehicles,42.58285903930664
1,Aguascalientes,2006,3399,Other Manufacturing,0.699895977973938
1,Aguascalientes,2006,4332,"Trade to the Wholesale of Perfumery, Cosmetics and Jewelry",-0.2760069966316223
1,Aguascalientes,2006,4342,The Wholesale Trade of Raw Materials for Industry,0.04830300062894821
1,Aguascalientes,2006,4352,The Wholesale Trade of Machinery and Equipment for Industry,0.1035889983177185
1,Aguascalientes,2006,4361,"The Wholesale Trade of Trucks and New Parts and Spare Parts for Cars, Vans and Trucks",-0.9990410208702087
1,Aguascalientes,2006,4621,The Retail Trade in Supermarkets,0.3127470016479492
1,Aguascalientes,2006,4921,Courier and Parcel Foreign,-0.06672699749469757
1,Aguascalientes,2006,5171,Service Operators Wired Telecommunications,5.089660167694092
1,Aguascalientes,2006,5172,Operators of Wireless Telecommunications Services,1.3814610242843628
1,Aguascalientes,2006,5221,Multiple Banking,15.044670104980469
1,Aguascalientes,2006,5223,Credit Unions and Savings Institutions,0.5822160243988037
1,Aguascalientes,2006,5224,Other Intermediary Institutions Credit and Financial Off-Exchange,0.17613300681114197
1,Aguascalientes,2006,5239,Investment Advisory and other Services Related to Stockbroking,-1.6216180324554443
1,Aguascalientes,2006,5241,Insurance and Bonding Institutions,0.10675200074911118
1,Aguascalientes,2006,5242,Services Related to Insurance and Surety Bonds,0.22020600736141205
1,Aguascalientes,2006,5312,Brokers Real Estate,2.7936809062957764
1,Aguascalientes,2006,5412,"Accounting, Auditing and Related Services",1.389091968536377
1,Aguascalientes,2006,5619,Other Support Services Business,1.6683249473571777
1,Aguascalientes,2006,7225,Food Preparation Services and Alcoholic and Non-Alcoholic,0.022533999755978584
1,Aguascalientes,2007,2211,"Generation, Transmission and Distribution of Electric Energy",-0.05174500122666359
1,Aguascalientes,2007,2361,Residential Building,0.30638301372528076
1,Aguascalientes,2007,2371,"Construction Works for Water, Oil, Gas, Electricity and Telecommunication",0.05134199932217598
1,Aguascalientes,2007,2373,Construction of Roads,116.26612091064453
1,Aguascalientes,2007,3118,Manufacture of Bakery and Tortilla,0.3024219870567322
1,Aguascalientes,2007,3121,Beverage Industry,1.4401609897613525
1,Aguascalientes,2007,3122,The Snuff Industry,0.1245729997754097
1,Aguascalientes,2007,3151,Manufacture of Clothing Knitted,3.632220983505249
1,Aguascalientes,2007,3152,Clothing Making,0.8332930207252502
1,Aguascalientes,2007,3251,Manufacture of Basic Chemicals,16.68755340576172
1,Aguascalientes,2007,3256,"Manufacture of Soaps, Cleansers and Toilet Preparations",0.13003399968147278
1,Aguascalientes,2007,3262,Manufacture of Rubber Products,1.816959023475647
1,Aguascalientes,2007,3312,Manufacture of Iron and Steel,6.296903133392334
1,Aguascalientes,2007,3339,Manufacture of other Machinery and Equipment for General Industry,0.39101099967956543
1,Aguascalientes,2007,3351,Manufacture of Lighting Fixtures,0.0032319999299943447
1,Aguascalientes,2007,3359,Manufacture of other Electrical Equipment and Fittings,0.011776000261306763
1,Aguascalientes,2007,3361,Manufacture of Cars and Trucks,1.746824026107788
1,Aguascalientes,2007,3363,Manufacture of Parts for Motor Vehicles,192.45294189453125
1,Aguascalientes,2007,3399,Other Manufacturing,-0.12002400308847427
1,Aguascalientes,2007,4332,"Trade to the Wholesale of Perfumery, Cosmetics and Jewelry",3.2406980991363525
1,Aguascalientes,2007,4342,The Wholesale Trade of Raw Materials for Industry,0.7131940126419067
1,Aguascalientes,2007,4352,The Wholesale Trade of Machinery and Equipment for Industry,0.005235999822616577
1,Aguascalientes,2007,4361,"The Wholesale Trade of Trucks and New Parts and Spare Parts for Cars, Vans and Trucks",6.4749932289123535
1,Aguascalientes,2007,4621,The Retail Trade in Supermarkets,8.901476860046387
1,Aguascalientes,2007,4921,Courier and Parcel Foreign,0.06518500298261642
1,Aguascalientes,2007,5171,Service Operators Wired Telecommunications,1.959043025970459
1,Aguascalientes,2007,5172,Operators of Wireless Telecommunications Services,2.8185510635375977
1,Aguascalientes,2007,5221,Multiple Banking,18.236373901367188
1,Aguascalientes,2007,5223,Credit Unions and Savings Institutions,0.6138910055160522
1,Aguascalientes,2007,5224,Other Intermediary Institutions Credit and Financial Off-Exchange,15.339491844177246
1,Aguascalientes,2007,5239,Investment Advisory and other Services Related to Stockbroking,0.0042500002309679985
1,Aguascalientes,2007,5242,Services Related to Insurance and Surety Bonds,0.01068899966776371
1,Aguascalientes,2007,5312,Brokers Real Estate,1.5916329622268677
1,Aguascalientes,2007,5412,"Accounting, Auditing and Related Services",0.1081639975309372
1,Aguascalientes,2007,5413,"Architectural, Engineering and Related Activities",0.0006200000061653554
1,Aguascalientes,2007,5613,Employment Services,0.07587900012731552
1,Aguascalientes,2007,5619,Other Support Services Business,-0.07093200087547302
1,Aguascalientes,2007,7131,Parks with Recreational Facilities and Houses Arcade,-0.014000000432133675
1,Aguascalientes,2007,7225,Food Preparation Services and Alcoholic and Non-Alcoholic,7.05628776550293
1,Aguascalientes,2008,2373,Construction of Roads,-0.2658179998397827
1,Aguascalientes,2008,3121,Beverage Industry,1.4328399896621704
1,Aguascalientes,2008,3256,"Manufacture of Soaps, Cleansers and Toilet Preparations",0.2932789921760559
1,Aguascalientes,2008,3262,Manufacture of Rubber Products,0.7396600246429443
1,Aguascalientes,2008,3312,Manufacture of Iron and Steel,1.8540929555892944
1,Aguascalientes,2008,3339,Manufacture of other Machinery and Equipment for General Industry,2.7867369651794434
1,Aguascalientes,2008,3351,Manufacture of Lighting Fixtures,0.006364000029861927
1,Aguascalientes,2008,3359,Manufacture of other Electrical Equipment and Fittings,0.005371000152081251
1,Aguascalientes,2008,3361,Manufacture of Cars and Trucks,239.0452117919922
1,Aguascalientes,2008,3363,Manufacture of Parts for Motor Vehicles,18.720918655395508
1,Aguascalientes,2008,3399,Other Manufacturing,0.34947600960731506
1,Aguascalientes,2008,4332,"Trade to the Wholesale of Perfumery, Cosmetics and Jewelry",0.004449999891221523
1,Aguascalientes,2008,4342,The Wholesale Trade of Raw Materials for Industry,-0.35392799973487854
1,Aguascalientes,2008,4361,"The Wholesale Trade of Trucks and New Parts and Spare Parts for Cars, Vans and Trucks",5.9050211906433105
1,Aguascalientes,2008,4621,The Retail Trade in Supermarkets,10.471067428588867
1,Aguascalientes,2008,4921,Courier and Parcel Foreign,0.0357850007712841
1,Aguascalientes,2008,5171,Service Operators Wired Telecommunications,8.990150451660156
1,Aguascalientes,2008,5172,Operators of Wireless Telecommunications Services,-0.6792240142822266
1,Aguascalientes,2008,5221,Multiple Banking,24.205917358398438
1,Aguascalientes,2008,5224,Other Intermediary Institutions Credit and Financial Off-Exchange,0.08991199731826782
1,Aguascalientes,2008,5239,Investment Advisory and other Services Related to Stockbroking,0.826570987701416
1,Aguascalientes,2008,5241,Insurance and Bonding Institutions,0.3073189854621887
1,Aguascalientes,2008,5242,Services Related to Insurance and Surety Bonds,0.00041199999395757914
1,Aguascalientes,2008,5312,Brokers Real Estate,2.840820074081421
1,Aguascalientes,2008,5419,"And other Professional, Scientific Technical",0.0038419999182224274
1,Aguascalientes,2008,5619,Other Support Services Business,0.06688500195741653
1,Aguascalientes,2008,7225,Food Preparation Services and Alcoholic and Non-Alcoholic,-3.608297109603882
1,Aguascalientes,2009,2211,"Generation, Transmission and Distribution of Electric Energy",1.6276320219039917
1,Aguascalientes,2009,2361,Residential Building,1.4452259540557861
1,Aguascalientes,2009,3121,Beverage Industry,1.124014973640442
1,Aguascalientes,2009,3152,Clothing Making,-2.415860891342163
1,Aguascalientes,2009,3251,Manufacture of Basic Chemicals,0.34058699011802673
1,Aguascalientes,2009,3256,"Manufacture of Soaps, Cleansers and Toilet Preparations",0.2673659920692444
1,Aguascalientes,2009,3262,Manufacture of Rubber Products,0.1412310004234314
1,Aguascalientes,2009,3312,Manufacture of Iron and Steel,-9.052946090698242
1,Aguascalientes,2009,3341,Manufacture of Computers and Peripheral Equipment,-2.617969036102295
1,Aguascalientes,2009,3351,Manufacture of Lighting Fixtures,0.008388999849557877
1,Aguascalientes,2009,3359,Manufacture of other Electrical Equipment and Fittings,0.002867999952286482
1,Aguascalientes,2009,3361,Manufacture of Cars and Trucks,172.71542358398438
1,Aguascalientes,2009,3363,Manufacture of Parts for Motor Vehicles,-2.756877899169922
1,Aguascalientes,2009,3399,Other Manufacturing,98.53874206542969
1,Aguascalientes,2009,4332,"Trade to the Wholesale of Perfumery, Cosmetics and Jewelry",0.37269100546836853
1,Aguascalientes,2009,4342,The Wholesale Trade of Raw Materials for Industry,-0.11455299705266953
1,Aguascalientes,2009,4361,"The Wholesale Trade of Trucks and New Parts and Spare Parts for Cars, Vans and Trucks",-0.10668107867240906
